id,name,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,availability_30,availability_60,availability_90,availability_365,description,neighborhood_overview
293,Cozy Entire home/apt in Eastside,152.0,2019-02-09,within a day,0.9191489082876371,False,1.0,"[np.str_('phone'), np.str_('email')]",Eastside,,40.731579564450826,-73.99916392109252,Entire home/apt,2.0,3.5,5.0,5.0,"['Air conditioning', 'Gym', 'TV', 'Hangers', 'Elevator', 'Pool', 'Hot water', 'Kitchen', 'Breakfast', 'Cooking basics', 'Dryer', 'Indoor fireplace', 'Washer', 'Heating', 'Private entrance']",155.0,1.0,2019-07-17,2021-06-23,4.626680049338747,4.902830484094975,4.947975189541174,4.529281582746028,4.7868353218551976,,,24.0,51.0,52.0,191.0,amet veniam ut amet consequat quis dolore consectetur adipiscing labore consectetur aliquip exercitation amet et eiusmod quis ipsum ullamco adipiscing Lorem magna tempor elit Ut commodo et ex quis aliqua commodo et et quis aliquip ullamco sed magna minim nisi aliquip veniam eiusmod nostrud eiusmod Ut magna ea consequat sit enim nostrud ut nostrud,
294,Cozy Entire home/apt in Central,54.0,2015-10-13,within an hour,0.8943139513188765,True,2.0,"[np.str_('work_email'), np.str_('email'), np.str_('identity_manual'), np.str_('selfie'), np.str_('government_id'), np.str_('phone')]",Central,Central,40.75938737676679,-73.97382296336038,Entire home/apt,1.0,1.0,5.0,5.0,"['Kitchen', 'Dryer', 'Laptop-friendly workspace', 'Lock on bedroom door', 'Cooking basics', 'Hot tub', 'Heating', 'Gym', 'Hangers', 'TV', 'Iron', 'Fire extinguisher', 'First aid kit']",180.0,18.0,2016-08-17,,,4.635356985150699,5.0,4.124650201460593,4.272998961535584,5.0,4.563834920345278,26.0,33.0,50.0,21.0,nostrud labore exercitation minim ad do amet sit consequat et aliquip eiusmod ex commodo sit minim dolor Ut Lorem ex do dolor aliquip ut enim veniam veniam do consectetur ullamco Lorem do nisi labore ut veniam do nostrud Lorem Ut laboris ea ipsum ipsum ipsum elit quis magna dolore nisi elit laboris aliqua veniam magna do et amet labore minim ut nisi adipiscing Ut dolor dolor ut adipiscing Lorem exercitation Lorem consectetur Ut dolor ipsum aliquip Ut consequat exercitation Ut aliqua enim Ut amet Ut tempor do ad ullamco tempor do commodo dolore exercitation laboris nostrud sed tempor nostrud ex aliquip eiusmod laboris elit quis Ut enim sit consequat laboris aliqua nostrud consequat quis minim ullamco eiusmod laboris Ut sed veniam incididunt ipsum dolore exercitation ipsum ex amet ut exercitation consequat exercitation ut labore exercitation elit enim ea ullamco veniam dolore consectetur aliqua Lorem nostrud amet sit quis ad incididunt minim ex quis do magna exercitation nostrud ipsum do Ut dolor do ullamco aliqua dolore minim ullamco exercitation aliquip tempor Ut consectetur dolor dolor minim sed ex consequat tempor nostrud do eiusmod aliqua amet veniam commodo ullamco nisi aliqua consectetur,dolore ullamco ea enim eiusmod aliqua minim ullamco aliqua commodo exercitation exercitation Ut enim tempor veniam tempor minim sed eiusmod quis minim dolore ut ea ipsum ut enim ut
295,Cozy Entire home/apt in New District,120.0,2020-08-27,within a day,0.9388721786688563,False,4.0,[np.str_('identity_manual')],New District,New District,40.764551148547866,-73.92896536536914,Entire home/apt,3.0,1.0,1.0,6.0,"['Gym', 'Pool', 'Indoor fireplace', 'Free parking', 'Kitchen', 'Wifi', 'Dryer', 'First aid kit', 'Cooking basics', 'Elevator', 'Breakfast', 'TV', 'Laptop-friendly workspace']",165.0,3.0,2021-06-04,,4.613724755722371,4.868893754571457,4.53183279647169,4.045369611739711,4.739223157705475,,4.430188039597431,10.0,33.0,37.0,23.0,aliqua ut eiusmod dolore dolore labore consectetur aliquip eiusmod incididunt dolore ullamco magna ullamco et consequat Ut exercitation ex ipsum incididunt ipsum amet consectetur aliquip veniam dolore sed ipsum sed consectetur aliqua ex aliqua ex nisi incididunt magna ipsum dolor consectetur ullamco incididunt Ut aliquip ut sed dolor ut labore sit dolore ut laboris eiusmod aliquip dolor Lorem elit dolore elit ex nostrud ipsum laboris labore nisi tempor ipsum enim laboris laboris et ut ex ipsum sit amet ipsum elit consequat consectetur do consequat sit ut tempor dolore enim incididunt ex incididunt sed Ut Lorem incididunt ad incididunt commodo Lorem ex amet nisi amet quis,dolor veniam ullamco ad sed consectetur ad laboris tempor nostrud incididunt quis do ut do laboris quis adipiscing nisi dolore consectetur dolore ullamco dolor ipsum nostrud enim ea ullamco ut minim aliqua ullamco ea ea ut ex veniam ut nostrud nostrud consectetur amet ea aliquip amet do nostrud Lorem enim exercitation aliquip Ut magna ut laboris eiusmod consectetur ut aliquip consequat Lorem consequat sit sed exercitation ut labore nisi elit tempor veniam nisi aliqua minim labore labore ipsum nisi ex nostrud sed dolor ipsum tempor quis adipiscing
296,Cozy Hotel room in New District,161.0,2017-02-07,within a few hours,0.9262069104785147,False,8.0,"[np.str_('phone'), np.str_('identity_manual'), np.str_('selfie'), np.str_('government_id'), np.str_('work_email'), np.str_('email')]",New District,New District,40.73963561719675,-73.98732589375226,Hotel room,7.0,1.5,4.0,7.0,"['Carbon monoxide detector', 'Hot water', 'Essentials', 'Washer', 'Hair dryer', 'Fire extinguisher', 'Breakfast', 'Heating', 'Private entrance', 'Free parking', 'Hangers', 'Iron', 'Gym', 'TV', 'Smoke detector', 'Air conditioning']",140.0,9.0,2017-07-21,,4.6379736789712185,4.656623969802066,5.0,4.345642717821285,4.862315295218499,5.0,4.883073277336856,27.0,52.0,65.0,74.0,aliqua tempor elit do magna eiusmod nisi amet veniam incididunt consequat exercitation aliquip ut ipsum sit eiusmod incididunt sed exercitation ipsum exercitation tempor tempor dolor nostrud labore exercitation commodo incididunt amet dolore aliqua Ut minim tempor aliquip laboris amet ipsum consectetur enim commodo labore magna ipsum amet consectetur aliqua et tempor veniam sed dolor dolore nisi exercitation veniam adipiscing sed et eiusmod sed Lorem commodo Ut elit adipiscing Ut amet tempor enim Ut amet minim adipiscing Lorem quis aliqua ipsum tempor quis aliquip magna ut sed enim adipiscing incididunt Ut incididunt ullamco quis nostrud ex exercitation labore dolor laboris ut magna veniam elit laboris sed nisi labore tempor exercitation ut incididunt labore amet quis tempor sed nostrud sed amet adipiscing ut adipiscing amet dolore eiusmod consequat exercitation Lorem Lorem ut ullamco Lorem elit nostrud consequat laboris sit ipsum nisi,incididunt labore dolor nisi nisi ea nostrud sit ullamco Lorem labore Lorem adipiscing consectetur nisi Ut incididunt ex ut do nisi ipsum ipsum quis Lorem nisi minim nisi ut tempor laboris ex veniam incididunt consectetur veniam tempor labore veniam laboris Lorem
297,Cozy Private room in Midtown,152.0,,within a few hours,0.7107816024764659,False,6.0,"[np.str_('identity_manual'), np.str_('selfie'), np.str_('government_id'), np.str_('work_email')]",Midtown,Midtown,40.707783915311055,-73.9701269634908,Private room,1.0,1.0,2.0,3.0,"['Kitchen', 'Hair dryer', 'Cooking basics', 'Gym', 'Iron', 'Carbon monoxide detector', 'Indoor fireplace', 'Hot water', 'Hot tub', 'Pool', 'Private entrance', 'Free parking']",70.0,4.0,,2026-01-16,4.658664241642316,5.0,4.492898881265496,4.944987422978669,4.99556605184273,,,0.0,15.0,45.0,365.0,Ut nisi magna nisi commodo Lorem dolor minim ad labore et exercitation aliquip ea tempor magna magna sit ea aliqua ut ut Ut Ut aliquip Ut et aliqua ut incididunt Ut tempor nostrud commodo do tempor veniam sed amet ut ea eiusmod sed ad ullamco et do ea labore magna ut amet ex laboris dolor minim do aliquip exercitation consequat veniam Ut dolor amet dolor consectetur labore consectetur minim nisi enim ad ipsum ut magna labore ipsum Ut do amet aliquip ipsum amet enim magna sit aliquip consequat sit dolore ex ad magna exercitation labore quis,ea aliqua labore ea labore magna quis dolore aliqua consequat ullamco veniam consectetur incididunt ipsum consectetur nostrud Ut nostrud eiusmod do ut exercitation ullamco enim labore exercitation elit Lorem minim enim ex et minim consequat commodo sed incididunt ut incididunt quis sed enim commodo veniam eiusmod quis laboris elit Ut nisi aliqua consectetur ea laboris minim ea amet enim commodo aliquip consequat sed ex nostrud incididunt et eiusmod eiusmod laboris veniam dolor ut ullamco Lorem consequat laboris consequat eiusmod tempor
298,Cozy Entire home/apt in Southside,116.0,2018-10-26,within an hour,,False,6.0,[np.str_('work_email')],Southside,Southside,40.73736346520927,,Entire home/apt,2.0,1.0,4.0,5.0,"['Lock on bedroom door', 'Fire extinguisher', 'Heating', 'Laptop-friendly workspace', 'Breakfast', 'Wifi', 'Free parking']",215.0,11.0,2018-12-05,,4.449319627793677,4.724214118017934,4.832324798558122,4.509559194959785,4.280492877661933,4.928995835429944,,6.0,31.0,38.0,133.0,do et sit ut aliquip veniam magna aliquip ullamco eiusmod elit Lorem ipsum enim aliqua nisi quis sed ullamco aliquip eiusmod enim veniam Lorem et veniam do aliquip ullamco ex ad Lorem commodo tempor quis ullamco dolore et aliquip sit eiusmod Ut nostrud adipiscing ut adipiscing sit elit ut ad minim quis consequat nostrud veniam magna enim amet labore ut nostrud sit sit aliqua nostrud ex sit veniam ut ea ea ipsum elit enim tempor consequat Lorem et consectetur ex incididunt sed commodo ullamco ea aliquip Lorem quis do ipsum sit quis et amet minim Ut dolor Lorem quis et amet consequat consectetur tempor minim amet ipsum dolor adipiscing nostrud,labore ullamco nisi et dolor laboris amet magna consectetur ex tempor commodo ad amet adipiscing nisi veniam ut consectetur quis ea Lorem et laboris quis Ut quis dolore consequat consectetur veniam nisi sed nostrud
299,Cozy Entire home/apt in Central,75.0,2015-07-13,within a few hours,0.979242189194947,False,2.0,"[np.str_('phone'), np.str_('identity_manual'), np.str_('selfie'), np.str_('email')]",Central,Central,40.76887675159591,-73.94652919944264,Entire home/apt,2.0,1.0,2.0,1.0,"['Gym', 'Private entrance', 'Elevator', 'Iron', 'Hot water', 'TV', 'Pool', 'Kitchen', 'Hair dryer']",180.0,18.0,2016-05-29,2017-01-08,5.0,5.0,4.607968194600911,4.838287592557191,5.0,4.720527593362371,5.0,25.0,33.0,38.0,166.0,sed Lorem labore quis consequat do ut Ut amet ullamco ea et labore nostrud nisi ipsum dolor aliqua veniam dolor amet aliquip ut tempor consequat consequat ut ex adipiscing nostrud nostrud Ut ea ex aliqua dolore consectetur ad dolore Ut nostrud ullamco elit adipiscing adipiscing laboris dolor et incididunt magna incididunt ut dolor nisi dolor nostrud ipsum ea incididunt eiusmod adipiscing exercitation adipiscing elit consequat laboris enim nostrud Ut laboris labore minim labore do ipsum nisi exercitation dolore dolor elit sit veniam laboris elit ea sed dolore do veniam ad dolore ut sed labore nisi dolore adipiscing nostrud ipsum laboris consectetur ex Lorem do ut veniam elit ullamco ullamco elit laboris aliqua laboris labore ut amet ullamco labore elit consequat aliquip ad amet do ut minim aliquip veniam sit labore eiusmod quis nostrud consequat ex Ut ea tempor consequat sit incididunt dolor dolore adipiscing ut aliquip,ex dolore ullamco aliquip do nisi magna Ut sit tempor laboris minim ex et exercitation Ut ut ex et enim ullamco magna ad enim laboris veniam ut ullamco do Lorem dolore nisi commodo dolore consequat laboris commodo adipiscing Lorem et adipiscing elit magna laboris ut ullamco tempor aliqua aliqua amet ullamco laboris ut veniam ullamco aliquip labore exercitation Lorem elit et
300,Cozy Entire home/apt in Downtown,113.0,2021-12-24,within an hour,0.7377172806976678,,2.0,"[np.str_('government_id'), np.str_('work_email'), np.str_('email')]",Downtown,Downtown,40.76709954611303,-73.94522596143582,Entire home/apt,4.0,1.0,4.0,3.0,"['Free parking', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Heating', 'Wifi']",,1.0,2022-06-19,,4.3945886984231555,,4.607901092851219,5.0,5.0,4.41618064636233,5.0,7.0,15.0,42.0,109.0,nostrud ut ut et Lorem ea nostrud nisi amet veniam do commodo ipsum laboris aliqua ut ullamco ea sit quis consectetur ullamco sed magna ut ad sit ex consequat commodo incididunt labore ex ullamco ea Lorem ut dolore ad aliquip laboris Lorem ullamco ipsum quis enim nostrud Lorem aliquip sed amet dolore laboris aliqua laboris tempor elit ut labore ea nostrud commodo laboris ex ex consequat enim nisi aliqua aliquip Lorem ex nostrud exercitation ullamco Ut elit nostrud ut amet eiusmod enim elit nostrud tempor incididunt do laboris elit Lorem sed sit ex enim adipiscing aliquip ullamco nostrud ea sed consectetur ad sed labore Lorem aliquip magna eiusmod commodo ex sit ea aliqua tempor consequat ad tempor ullamco labore sit elit ut nostrud dolor adipiscing labore Ut dolore aliquip do et nostrud ad labore tempor dolor veniam ipsum sit minim minim elit tempor sed eiusmod ut Lorem commodo labore adipiscing ullamco consectetur Ut veniam consequat tempor dolor ullamco tempor et labore,Lorem Ut do aliqua dolor et eiusmod adipiscing aliqua tempor ex ipsum adipiscing ut do nostrud nostrud ut veniam aliquip tempor exercitation consectetur ullamco minim ea nisi commodo dolore quis ullamco ut minim dolor et consequat elit magna exercitation ut do elit sit ipsum ullamco sed commodo Ut nostrud ea nisi ipsum ad minim tempor tempor amet nostrud ad nisi minim et elit incididunt aliquip ea et dolore
301,Cozy Entire home/apt in Westside,164.0,2017-09-14,within a few hours,0.9211289651296154,False,3.0,"[np.str_('work_email'), np.str_('email')]",Westside,Westside,40.71601964132055,,Entire home/apt,3.0,2.0,,2.0,"['Free parking', 'Hangers', 'Elevator', 'Lock on bedroom door', 'Laptop-friendly workspace', 'Carbon monoxide detector', 'Indoor fireplace', 'Pool', 'Air conditioning', 'Fire extinguisher', 'Gym', 'Hair dryer', 'TV', 'Dryer', 'Smoke detector', 'First aid kit', 'Hot water', 'Essentials']",210.0,0.0,,,,,,,,,,5.0,35.0,43.0,89.0,ut enim magna consectetur dolore minim commodo magna eiusmod minim dolore consectetur veniam et laboris laboris ullamco et dolor veniam magna dolore do quis consequat minim aliqua do eiusmod amet consectetur dolor eiusmod veniam nostrud nostrud veniam sit do ea laboris nostrud aliqua enim aliqua aliqua magna ut commodo magna ullamco aliqua quis labore dolor minim tempor aliquip ullamco ea Lorem do exercitation tempor consequat ex sit enim Ut dolore ea ut do Ut commodo labore exercitation labore aliqua nostrud tempor veniam consequat ex amet sed ut consequat quis adipiscing ea adipiscing ut aliquip enim labore nisi sit ea sed tempor nisi veniam laboris ad commodo Ut sed ad et ipsum minim laboris eiusmod commodo ad dolor tempor Lorem nostrud ea laboris ex aliquip quis consequat ipsum labore incididunt labore consectetur enim nostrud commodo magna consectetur ut magna Ut labore exercitation veniam tempor Lorem ut aliquip dolor do nostrud ut do Lorem aliquip aliqua Lorem nostrud amet nostrud Lorem nisi tempor consequat consequat veniam quis elit tempor,ad ad laboris veniam veniam commodo ullamco ea dolor ad consequat eiusmod ut ea ipsum ullamco ut consequat magna consequat nisi quis ut ad consequat quis enim ad ut laboris sed enim ad eiusmod labore ut dolore quis veniam consectetur consectetur consectetur quis Ut exercitation aliqua commodo quis tempor labore laboris exercitation laboris consequat ea nisi veniam labore ut ea dolore ipsum aliquip tempor ut aliquip sed Lorem veniam veniam ad labore exercitation sit quis elit ad dolor elit elit veniam
302,Cozy Entire home/apt in Midtown,166.0,2018-02-10,within a few hours,0.9923775434005989,False,6.0,"[np.str_('work_email'), np.str_('government_id')]",Midtown,Midtown,40.7007783970269,-73.97853018816949,Entire home/apt,3.0,,3.0,5.0,"['Smoke detector', 'Iron', 'Indoor fireplace', 'Cooking basics', 'Lock on bedroom door', 'Heating', 'Wifi']",185.0,3.0,2018-05-30,,4.795447798222965,4.635896848823536,4.514810279072586,4.369970911226658,,,4.423442396021727,25.0,48.0,53.0,36.0,tempor aliquip commodo et consequat nisi aliquip labore enim laboris nisi quis Ut do ut Lorem do magna consequat incididunt aliquip ad consectetur ex Lorem dolor amet exercitation tempor ex exercitation incididunt eiusmod eiusmod consequat sit magna magna ullamco consectetur amet eiusmod amet sed minim eiusmod labore quis dolore nostrud ut sed exercitation commodo exercitation et ad nisi nostrud ex Lorem tempor dolore quis laboris ullamco aliqua do eiusmod do nisi adipiscing amet ullamco Ut aliquip,minim ut consectetur enim Ut Lorem eiusmod nisi consequat do magna eiusmod elit amet Lorem dolore Ut aliquip magna enim dolore tempor sit nostrud labore labore consectetur quis amet enim ipsum ipsum dolore exercitation incididunt ullamco exercitation ullamco consectetur elit minim labore dolor Lorem laboris commodo dolore consectetur aliquip incididunt amet dolor consectetur nostrud et labore nisi ullamco Ut adipiscing ut commodo Ut ut ex dolore quis eiusmod enim ut amet nostrud quis tempor minim nostrud do ea eiusmod minim veniam dolore
303,Cozy Entire home/apt in Central,104.0,2020-12-01,within a few hours,0.7156595887134914,False,1.0,"[np.str_('work_email'), np.str_('government_id'), np.str_('identity_manual')]",Central,Central,40.77529816172961,,Entire home/apt,10.0,2.0,5.0,4.0,"['Breakfast', 'Essentials', 'Smoke detector', 'Private entrance', 'First aid kit']",225.0,,2021-07-09,2022-02-06,4.824094369484712,4.430165607122098,4.909572644258606,4.843549919538767,4.388585425572602,4.763085369168569,4.981517400217876,13.0,35.0,55.0,309.0,amet nisi ex do exercitation tempor ipsum nisi amet ut nostrud elit ut dolor ullamco ut eiusmod laboris tempor sed consequat aliqua adipiscing dolore minim tempor adipiscing quis ut ut quis eiusmod eiusmod adipiscing dolor labore dolor dolore adipiscing eiusmod Ut Lorem aliquip enim ut dolore quis ex tempor ullamco nostrud consequat elit aliquip nostrud amet incididunt aliqua consectetur consectetur et laboris magna aliquip laboris dolore amet aliquip laboris laboris dolor sit quis ad eiusmod elit exercitation ad dolor exercitation eiusmod exercitation adipiscing exercitation eiusmod quis et enim nostrud exercitation dolore ut ut minim ipsum nostrud nostrud ad ullamco consectetur aliqua enim Ut ut exercitation labore ut sed dolore aliqua aliquip do amet incididunt exercitation ipsum Lorem elit do ullamco amet ipsum dolore ex quis amet ullamco magna minim commodo magna eiusmod do do consequat sed incididunt minim Lorem et aliqua tempor amet amet adipiscing ut ex consectetur magna consectetur nisi tempor commodo eiusmod sit incididunt Lorem laboris ut enim ut adipiscing labore sed laboris veniam labore enim veniam adipiscing veniam minim quis elit ea commodo ad ea ullamco Lorem nisi quis ipsum ullamco ullamco minim veniam commodo elit,incididunt exercitation adipiscing ullamco consectetur ut ut eiusmod elit incididunt adipiscing aliquip commodo tempor nostrud dolore magna ea magna ea amet quis exercitation consequat aliqua ea enim ad magna sed aliquip ut magna tempor do sit tempor ea consectetur sit ea enim exercitation amet elit magna eiusmod consectetur
304,Cozy Private room in New District,84.0,2019-08-29,within a few hours,,False,1.0,"[np.str_('phone'), np.str_('work_email'), np.str_('identity_manual'), np.str_('government_id'), np.str_('selfie')]",New District,New District,,-73.95934741329495,Private room,5.0,4.0,5.0,1.0,"['Indoor fireplace', 'Heating', 'Carbon monoxide detector', 'Dryer', 'Pool', 'Laptop-friendly workspace', 'Private entrance', 'Kitchen']",100.0,2.0,,2020-02-20,4.41541342963731,4.267133427782692,4.954641637319435,4.861688921796717,,4.861410451746338,4.242958847208936,27.0,52.0,68.0,50.0,Ut sit elit nostrud Ut magna ex magna ea aliqua ex enim adipiscing ut ex sit ipsum ut nisi do enim minim elit do quis ex dolore veniam nisi Lorem dolore ullamco incididunt do Lorem Ut adipiscing aliquip enim nostrud adipiscing exercitation ea tempor tempor labore Ut do nostrud dolore do eiusmod dolore eiusmod labore sit quis consequat ut laboris ut sed Lorem dolor sit aliqua ad elit quis sit ut amet laboris enim labore minim dolore dolor ex exercitation et consectetur do laboris dolore ut tempor laboris ut elit dolore minim adipiscing tempor et incididunt aliqua dolor elit tempor ut commodo Ut ullamco ipsum exercitation dolor enim adipiscing ex ex consequat dolore consectetur enim ea tempor tempor magna consectetur incididunt ut quis veniam eiusmod ex enim veniam Ut sed ut ullamco amet ea do aliquip dolore consequat consequat incididunt Ut aliqua ad et consectetur eiusmod do ut magna aliquip veniam et laboris quis quis aliqua do Lorem exercitation ad ullamco commodo dolor nostrud amet do adipiscing nisi quis ea enim laboris dolore consequat enim ea et sed dolor minim incididunt ea nisi nostrud aliquip Ut sed et sit tempor nostrud do et Lorem tempor,Lorem laboris minim ad eiusmod enim tempor do ut ut sit ut exercitation Lorem elit sed tempor minim dolor nisi dolore ullamco do ipsum dolore aliqua ullamco tempor nisi nisi magna sit veniam enim consequat consectetur aliquip laboris Ut ut consequat ullamco laboris labore elit consectetur amet enim Ut tempor et
305,Cozy Private room in Financial District,112.0,2017-08-04,within a day,,False,1.0,"[np.str_('identity_manual'), np.str_('government_id'), np.str_('email'), np.str_('phone'), np.str_('work_email'), np.str_('selfie')]",,Financial District,40.70823491439643,-74.00962698354574,Private room,3.0,1.5,,7.0,"['TV', 'Air conditioning', 'Hot water', 'Private entrance', 'Hangers', 'Indoor fireplace', 'Washer', 'Iron', 'Fire extinguisher']",100.0,2.0,,2019-12-08,4.721931276314224,4.4025673146811535,4.680673340126844,4.4417786034580695,4.685720826464448,5.0,,19.0,21.0,28.0,59.0,ad laboris aliqua nisi ullamco enim magna veniam nostrud consequat et aliquip ipsum sed magna aliqua tempor incididunt commodo do ad do commodo et consequat eiusmod dolore quis Lorem tempor dolor sed aliqua aliqua Ut eiusmod veniam ad Lorem do eiusmod elit dolore consectetur adipiscing ut sit adipiscing et quis consequat commodo ut consequat sed eiusmod Lorem sed quis labore veniam elit laboris adipiscing magna dolor veniam Ut ut nostrud elit aliquip elit amet et exercitation Lorem amet dolor dolore ex aliqua sit incididunt nostrud ut commodo et veniam nisi dolore incididunt adipiscing sed enim nisi ad ut sit do,commodo tempor Ut magna enim sit laboris ex aliqua sed aliqua Ut dolor ipsum consectetur labore ut et magna consequat magna do ut consectetur aliqua magna minim aliqua amet exercitation elit consectetur adipiscing quis dolor ex dolor enim nostrud commodo exercitation aliqua Ut sed tempor et aliqua consectetur Lorem ut ea consectetur nisi exercitation enim nisi Ut dolore ut Lorem enim ullamco eiusmod ea dolore nostrud aliqua eiusmod minim Ut consequat commodo adipiscing dolor elit Ut ut labore ex ut dolore magna eiusmod labore nisi ipsum Ut exercitation consequat ullamco Lorem nisi nostrud laboris tempor magna et Lorem ut
306,Cozy Entire home/apt in Beachfront,99.0,2017-04-10,within an hour,0.8737525766124166,False,2.0,"[np.str_('government_id'), np.str_('email'), np.str_('identity_manual')]",Beachfront,Beachfront,40.70027012168342,-73.9364090417794,Entire home/apt,7.0,2.0,2.0,,"['Carbon monoxide detector', 'Wifi', 'Hot water', 'Dryer', 'Heating', 'TV', 'Washer', 'Free parking', 'Breakfast', 'Fire extinguisher', 'Laptop-friendly workspace', 'Smoke detector', 'Essentials', 'Iron', 'Hangers', 'Elevator']",295.0,,2017-08-01,2018-09-14,4.42711034817659,4.436118107250803,4.292009535898318,5.0,4.781139052619167,4.452673013400996,4.678604632845555,6.0,12.0,14.0,71.0,nisi adipiscing labore aliqua do exercitation dolor commodo magna veniam incididunt dolore dolore eiusmod dolore aliqua adipiscing aliqua ea laboris nisi laboris elit sit ullamco eiusmod magna enim aliquip dolore ea dolore labore Ut eiusmod aliqua aliquip veniam consectetur magna incididunt nostrud elit nostrud ut consectetur et commodo ea exercitation consequat tempor Lorem laboris dolore magna et commodo sed consectetur nostrud dolore veniam do aliquip dolor aliqua commodo exercitation quis enim ipsum Ut minim ex elit nisi ut magna,ut do elit elit dolore ullamco dolor commodo sed ex ipsum aliquip enim quis nisi consequat Ut adipiscing dolore consequat ullamco ipsum aliqua sed enim laboris enim labore Ut tempor do laboris dolore Ut aliquip veniam nisi et Ut eiusmod ex ea aliquip ipsum
307,Cozy Entire home/apt in Northside,153.0,2020-04-04,within an hour,0.7256024009452974,True,1.0,"[np.str_('phone'), np.str_('government_id'), np.str_('selfie')]",Northside,Northside,40.743260132595694,-73.938544621298,Entire home/apt,5.0,4.0,3.0,1.0,"['Elevator', 'First aid kit', 'Hair dryer', 'Wifi', 'TV', 'Iron']",180.0,79.0,2020-09-30,2022-12-20,5.0,4.818446006123653,4.820951049990317,4.613687883335158,4.7065944657930805,,5.0,2.0,21.0,32.0,,nostrud veniam amet eiusmod veniam Lorem tempor minim quis tempor dolor veniam nostrud labore ut enim enim enim quis tempor magna do consectetur laboris laboris laboris sed aliquip incididunt eiusmod ea laboris tempor ut ad nostrud tempor commodo sit do magna aliqua labore minim minim enim nostrud ea incididunt quis ex ullamco incididunt exercitation elit consequat consectetur incididunt Ut amet exercitation aliqua Lorem sit ipsum nostrud ex adipiscing laboris amet sed incididunt laboris magna nisi do aliqua sed enim Lorem nostrud ut laboris adipiscing veniam exercitation ipsum ipsum et tempor nostrud do labore quis sit nostrud minim sit Lorem Lorem dolor labore magna enim elit quis aliquip consectetur Ut laboris amet commodo aliqua tempor ex commodo elit ut eiusmod sit amet ad dolore Ut tempor dolore exercitation minim amet ullamco nisi laboris ut elit exercitation consectetur adipiscing nostrud nisi dolore consectetur dolor aliqua aliqua,consectetur laboris eiusmod ut ex ex consequat amet ipsum quis ipsum eiusmod adipiscing aliquip Lorem adipiscing adipiscing ut laboris et Lorem laboris ea ex aliqua ad veniam eiusmod sed incididunt ut Lorem ut aliquip magna exercitation incididunt nostrud quis elit aliquip tempor commodo labore magna labore ipsum elit elit dolore Ut sit aliqua consectetur magna enim exercitation tempor amet labore aliqua dolor commodo adipiscing ut exercitation labore ut ex nisi veniam elit do ea nostrud incididunt commodo sit ut consectetur consequat adipiscing amet ea ex tempor quis commodo ex sed consequat ullamco veniam minim dolor elit veniam consectetur adipiscing Ut
308,Cozy Shared room in Westside,93.0,2015-02-24,within a day,0.7129020855600818,False,1.0,"[np.str_('work_email'), np.str_('email')]",Westside,Westside,40.75032639009008,-73.96663948988777,Shared room,4.0,1.0,4.0,5.0,"['Smoke detector', 'Laptop-friendly workspace', 'Kitchen', 'Hangers', 'Hot water', 'Pool', 'Dryer', 'Lock on bedroom door', 'Hair dryer', 'Breakfast', 'TV', 'Indoor fireplace', 'Carbon monoxide detector', 'Hot tub', 'Heating', 'Wifi', 'Elevator', 'Air conditioning', 'Private entrance']",50.0,,,,,,,,,,,1.0,,30.0,306.0,commodo amet consectetur laboris minim aliquip Lorem ea ullamco adipiscing laboris aliqua aliqua Ut labore veniam elit adipiscing aliqua ullamco tempor nostrud commodo sit ea adipiscing exercitation dolor ex tempor aliqua dolore magna dolor incididunt aliquip amet quis ad elit et aliquip amet consequat quis et veniam ut incididunt minim quis exercitation elit magna consectetur consectetur quis Ut minim dolore aliquip et Ut dolor Lorem commodo et sit dolor dolore ea ea dolore veniam ipsum ut do labore magna incididunt commodo consequat do laboris,exercitation ex ipsum quis dolor do consequat ut ea nisi nisi tempor do do ipsum minim sed nostrud ea magna magna quis dolor et et laboris et minim commodo magna veniam ut nisi et et quis commodo dolor ipsum sed exercitation Ut aliquip ut eiusmod tempor quis Lorem ullamco eiusmod consectetur laboris ullamco nostrud ullamco incididunt sed adipiscing Ut Lorem eiusmod commodo Lorem dolor sed nisi enim et eiusmod ullamco enim eiusmod quis ex
